iter	Logloss
597	0.2179551514
598	0.2178771978
599	0.2176928268
600	0.2173910256
601	0.2171343379
602	0.2168900676
603	0.216540067
604	0.2162994428
605	0.2160320046
606	0.2157962684
607	0.2156274199
608	0.2153669081
609	0.2150944175
610	0.2146856272
611	0.2144613152
612	0.2140471912
613	0.2139685068
614	0.2136475064
615	0.2133981707
616	0.2133141819
617	0.2130351941
618	0.212633282
619	0.2122208346
620	0.2117763758
621	0.2115257444
622	0.2113165007
623	0.2109710933
624	0.2107694822
625	0.2105307656
626	0.2102167554
627	0.2101869869
628	0.2100842192
629	0.2097018786
630	0.2092920828
631	0.2091450492
632	0.209127359
633	0.2086474211
634	0.2084685076
635	0.208049854
636	0.2077974779
637	0.2074125968
638	0.2072047541
639	0.2069035233
640	0.2067172764
641	0.2064269054
642	0.2062093302
643	0.2059770458
644	0.2058093751
645	0.205590977
646	0.2054653561
647	0.2054242727
648	0.2051220097
649	0.2047501238
650	0.2044300856
651	0.2041072029
652	0.2037880607
