Id,Year,Position,School,clean_school,Height,Weight,best_name,best_pos,best_school,best_penalty,best_draft_ovr,margin,second_name,second_drafted,same_school_not_drafted_count,same_school_drafted_count,in_draft_picks
2837,2019,QB,Auburn,auburn,1.8796,98.88313666,Jarrett Stidham,QB,Auburn,-7.0,133.0,5.02,Will Grier,True,1,5,True
2839,2014,OG,Notre Dame,notredame,1.905,140.6136347,Chris Watt,OG,Notre Dame,-7.0,89.0,0.51,Zack Martin,True,1,8,True
2840,2014,CB,Maryland,maryland,1.778,88.90410452,Dexter McDougle,CB,Maryland,-7.0,80.0,5.45,Todd Washington,False,0,1,True
2841,2017,DT,Akron,akron,1.8542,144.695966,D.J. Jones,DT,Akron,-7.0,198.0,5.57,Elijah Qualls,True,1,1,True
2843,2013,ILB,Iowa St.,iowast,1.8542,113.3980925,A.J. Klein,ILB,Iowa State,-7.0,148.0,2.22,Jake Knott,False,1,1,True
2844,2015,RB,Georgia,georgia,1.8542,100.6975061,Todd Gurley,RB,Georgia,-7.0,10.0,2.73,Chris Conley,True,0,5,True
2848,2013,DT,Missouri Southern,missourisouthern,1.8542,151.953444,Brandon Williams,DT,Missouri Southern,-7.0,94.0,9.07,Jesse Williams,True,0,1,True
2850,2011,ILB,North Carolina St.,northcarolinast,1.8542,108.8621688,Nate Irving,ILB,North Carolina State,-7.0,67.0,5.02,Quan Sturdivant,True,1,1,True
2851,2013,RB,Alabama,alabama,1.8034,104.7798375,Eddie Lacy,RB,Alabama,-7.0,61.0,5.25,Knile Davis,True,2,8,True
2852,2010,OLB,Texas,texas,1.8796,111.583723,Roddrick Muckelroy,OLB,Texas,-7.0,131.0,0.7,Sergio Kindle,True,1,6,True
2853,2018,WR,Penn St.,pennst,1.8542,92.07925111,Daesean Hamilton,WR,Penn State,-7.0,113.0,4.46,Marcus Allen,True,3,5,True
2854,2015,OT,Florida,florida,1.9558,142.4280042,Chaz Green,OT,Florida,-7.0,91.0,0.78,D.J. Humphries,True,2,7,True
2856,2015,TE,Ohio St.,ohiost,1.9558,115.212462,Jeff Heuerman,TE,Ohio State,-7.0,92.0,5.02,Ben Koyack,True,0,4,True
2857,2012,C,Michigan,michigan,1.8542,135.1705263,David Molk,C,Michigan,-7.0,226.0,5.02,Mike Martin,True,0,3,True
2858,2012,OLB,South Carolina,southcarolina,1.8542,119.7483857,Melvin Ingram,OLB,South Carolina,-7.0,18.0,5.45,Jonathan Massaquoi,True,0,6,True
2859,2014,RB,Wisconsin,wisconsin,1.7526,92.53284348,James White,RB,Wisconsin,-7.0,130.0,5.14,Lache Seastrunk,True,2,4,True
2861,2013,WR,West Virginia,westvirginia,1.778,87.54332741,Stedman Bailey,WR,West Virginia,-7.0,92.0,5.0,Alan Bonner,True,1,3,True
2862,2014,DT,Princeton,princeton,1.8796,136.9848957,Caraun Reid,DT,Princeton,-7.0,158.0,5.14,Timmy Jernigan,True,0,1,True
2863,2009,CB,Maryland,maryland,1.8288,84.82177319,Kevin Barnes,CB,Maryland,-7.0,80.0,5.06,Coye Francies,True,1,5,True
2864,2018,WR,Clemson,clemson,1.7526,86.1825503,Ray-ray McCloud,WR,Clemson,-7.0,187.0,5.46,Steven Mitchell,False,2,3,True
2866,2015,DT,Arkansas,arkansas,1.8542,135.1705263,Darius Philon,DT,Arkansas,-7.0,192.0,5.57,Grady Jarrett,True,1,3,True
2868,2012,DT,South Carolina,southcarolina,1.9304,136.9848957,Travian Robertson,DT,South Carolina,-7.0,249.0,5.14,Kendall Reyes,True,0,6,True
2870,2017,DE,Kansas St.,kansasst,1.9304,115.6660544,Jordan Willis,DE,Kansas State,-7.0,73.0,5.51,Ken Ekanem,False,0,1,True
2873,2015,WR,Connecticut,connecticut,1.8796,97.97595192,Geremy Davis,WR,Connecticut,-7.0,186.0,5.02,Jaelen Strong,True,0,2,True
2875,2010,WR,Clemson,clemson,1.7526,84.36818082,Jacoby Ford,WR,Clemson,-7.0,108.0,4.37,C.J. Spiller,True,1,5,True
2879,2019,S,Miami (FL),miamifl,1.8288,88.90410452,Sheldrick Redwine,S,Miami (FL),-7.0,119.0,2.18,Jaquan Johnson,True,1,5,True
2881,2009,OLB,Virginia,virginia,1.905,116.1196467,Clint Sintim,OLB,Virginia,-7.0,45.0,5.45,Connor Barwin,True,1,4,True
2882,2019,S,Delaware,delaware,1.8288,93.44002822,Nasir Adderley,S,Delaware,-7.0,60.0,5.02,Juan Thornhill,True,0,1,True
2883,2010,OT,Vanderbilt,vanderbilt,1.9812,139.2528576,Thomas Welch,OT,Vanderbilt,-7.0,208.0,5.25,Kyle Jolly,False,0,2,True
2884,2012,SS,LSU,louisianastate,1.8034,94.80080533,Brandon Taylor,S,LSU,-3.0,73.0,5.02,Delano Howell,False,3,5,True
2885,2016,CB,Southern Utah,southernutah,1.8288,92.07925111,Leshaun Sims,CB,Southern Utah,-7.0,157.0,5.06,Xavien Howard,True,1,2,True
2886,2012,QB,Tenn-Chattanooga,tennchattanooga,1.905,105.6870222,B.J. Coleman,QB,Tenn-Chattanooga,-7.0,243.0,5.46,Andrew Luck,True,0,1,True
2887,2014,OG,Boise St.,boisest,1.9304,137.4384881,Charles Leno,OG,Boise State,-7.0,246.0,1.59,Matt Paradis,True,0,3,False
2889,2009,OLB,Northern Illinois,northernillinois,1.8796,115.6660544,Larry English,OLB,Northern Illinois,-7.0,16.0,5.02,Aaron Curry,True,0,1,True
2891,2017,DT,Oklahoma St.,oklahomast,1.905,137.8920805,Vincent Taylor,DT,Oklahoma State,-7.0,194.0,5.02,Eddie Vanderdoes,True,1,2,True
2892,2012,RB,San Diego St.,sandiegost,1.7526,90.718474,Ronnie Hillman,RB,San Diego State,-7.0,67.0,5.59,Isaiah Pead,True,1,3,True
2893,2010,SS,Georgia,georgia,1.8542,97.06876718,Reshad Jones,S,Georgia,-3.0,163.0,5.0,Josh Pinkard,False,0,4,True
2894,2015,OT,Wisconsin,wisconsin,2.0066,145.6031508,Rob Havenstein,OT,Wisconsin,-7.0,57.0,5.14,Corey Robinson,True,0,2,True
2897,2016,DT,Alabama,alabama,1.905,139.2528576,Jarran Reed,DT,Alabama,-7.0,49.0,0.45,A'Shawn Robinson,True,2,7,True
2898,2017,OLB,Vanderbilt,vanderbilt,1.905,106.1406146,Zach Cunningham,OLB,Vanderbilt,-7.0,57.0,5.51,Devonte Fields,False,0,2,True
2899,2010,DE,South Florida,southflorida,1.9304,114.3052772,George Selvie,DE,South Florida,-7.0,226.0,5.06,Lindsey Witten,False,1,5,True
2901,2013,FB,Wake Forest,wakeforest,1.8542,111.583723,Tommy Bohanon,FB,Wake Forest,-7.0,215.0,7.18,Braden Wilson,True,0,1,True
2902,2016,SS,Clemson,clemson,1.9304,97.97595192,Jayron Kearse,S,Clemson,-3.0,244.0,2.57,T.J. Green,True,0,8,True
2904,2018,C,Michigan St.,michiganst,1.8542,135.1705263,Brian Allen,C,Michigan State,-7.0,111.0,7.36,Coleman Shelton,False,0,1,True
2905,2015,DE,LSU,louisianastate,1.9558,114.3052772,Danielle Hunter,DE,LSU,-7.0,88.0,5.51,Ryan Delaire,False,2,4,True
2910,2013,DT,Ohio St.,ohiost,1.905,145.1495584,Johnathan Hankins,DT,Ohio State,-7.0,49.0,5.14,Jesse Williams,True,4,3,True
2911,2017,OLB,Boston Col.,bostoncol,1.8288,101.1510985,Matt Milano,OLB,Boston Col.,-7.0,163.0,5.78,Jalen Reeves-Maybin,True,0,1,True
2912,2009,RB,Liberty,liberty,1.8542,104.7798375,Rashad Jennings,RB,Liberty,-7.0,250.0,5.25,Beanie Wells,True,0,1,True
2915,2013,TE,Rice,rice,1.9304,121.1091628,Vance McDonald,TE,Rice,-7.0,55.0,5.84,Dion Sims,True,0,1,True
2916,2017,FS,Washington,washington,1.778,88.45051215,Budda Baker,S,Washington,-3.0,36.0,1.22,John Ross,True,2,5,True
2917,2013,RB,Nebraska,nebraska,1.778,97.06876718,Rex Burkhead,RB,Nebraska,-7.0,190.0,5.0,Montee Ball,True,1,2,True
2918,2019,S,Oregon,oregon,1.7526,90.26488163,Ugo Amadi,S,Oregon,-7.0,132.0,5.84,D'Cota Dixon,False,0,4,True
2919,2009,DE,USC,southerncalifornia,1.9558,123.3771246,Kyle Moore,DE,USC,-7.0,117.0,5.57,Matt Shaughnessy,True,0,11,True
2922,2012,OT,Ohio St.,ohiost,2.0066,146.5103355,Mike Adams,OT,Ohio State,-7.0,56.0,5.59,Marcel Jones,True,1,3,True
2923,2010,TE,Pittsburgh,pittsburgh,1.8542,102.5118756,Dorin Dickerson,TE,Pittsburgh,-7.0,227.0,6.4,Mike Williams,True,0,2,True
2925,2018,S,West Virginia,westvirginia,1.8796,97.97595192,Kyzir White,S,West Virginia,-7.0,119.0,5.02,Quin Blanding,False,2,1,True
2926,2019,OT,Ohio St.,ohiost,1.9812,141.5208194,Michael Jordan,OT,Ohio State,-7.0,136.0,0.78,Isaiah Prince,True,1,9,True
2929,2015,DT,Fresno St.,fresnost,1.8796,143.3351889,Tyeler Davison,DT,Fresno State,-7.0,154.0,5.14,Malcom Brown,True,1,2,True
2930,2010,WR,Arizona St.,arizonast,1.778,85.27536556,Kyle Williams,WR,Arizona State,-7.0,206.0,5.06,Antonio Brown,True,1,4,True
2932,2013,CB,Iowa,iowa,1.8288,89.35769689,Micah Hyde,CB,Iowa,-7.0,159.0,5.06,Terry Hawthorne,True,1,1,True
2933,2018,WR,Texas A&M,texasam,1.778,91.17206637,Christian Kirk,WR,Texas A&M,-7.0,47.0,4.7,Armani Watts,True,2,2,True
2934,2018,C,Michigan,michigan,1.9304,139.2528576,Mason Cole,C,Michigan,-7.0,97.0,5.06,Billy Price,True,1,2,True
2935,2014,DT,Arkansas St.,arkansasst,1.8542,152.8606287,Ryan Carrethers,DT,Arkansas State,-7.0,165.0,5.14,Justin Ellis,True,0,1,True
2937,2016,OT,Ohio St.,ohiost,2.0066,140.6136347,Taylor Decker,OT,Ohio State,-7.0,16.0,5.45,Parker Ehinger,True,2,12,True
2938,2011,RB,Oregon St.,oregonst,1.6764,88.90410452,Jacquizz Rodgers,RB,Oregon State,-7.0,145.0,5.59,Kendall Hunter,True,1,2,True
2939,2014,OT,North Dakota St.,northdakotast,1.9558,142.8815966,Billy Turner,OT,North Dakota State,-7.0,67.0,5.46,Morgan Moses,True,0,1,True
2941,2017,RB,North Carolina St.,northcarolinast,1.7526,92.98643585,Matthew Dayes,RB,North Carolina State,-7.0,252.0,5.14,Aaron Jones,True,0,3,True
2942,2015,DE,Oregon St.,oregonst,1.9558,111.583723,Obum Gwacham,DE,Oregon State,-7.0,209.0,5.57,Danielle Hunter,True,0,3,True
2943,2015,OT,South Carolina,southcarolina,2.0066,146.9639279,Corey Robinson,OT,South Carolina,-7.0,240.0,5.14,Rob Havenstein,True,1,4,True
2945,2012,DE,Boise St.,boisest,1.9304,133.3561568,Billy Winn,DE,Boise State,-7.0,205.0,5.73,Tyrone Crawford,True,1,6,True
2946,2018,S,Wake Forest,wakeforest,1.8796,88.45051215,Jessie Bates,S,Wake Forest,-7.0,54.0,5.14,Troy Apke,True,0,2,False
2947,2017,OT,Florida,florida,1.9812,155.5821829,David Sharpe,OT,Florida,-7.0,129.0,7.37,Javarius Leamon,False,1,7,True
2948,2013,DE,Florida St.,floridast,1.905,120.6555704,Bjoern Werner,DE,Florida State,-7.0,24.0,2.03,Tank Carradine,True,3,10,True
2949,2012,CB,Montana,montana,1.8796,92.53284348,Trumaine Johnson,CB,Montana,-7.0,65.0,5.7,Robert Blanton,True,0,2,True
2950,2009,SS,Rutgers,rutgers,1.8288,96.16158244,Courtney Greene,S,Rutgers,-3.0,245.0,4.59,Kenny Britt,True,0,3,True
2952,2017,CB,Florida,florida,1.8288,90.26488163,Teez Tabor,CB,Florida,-7.0,53.0,2.73,Quincy Wilson,True,1,7,True
2953,2009,RB,Texas A&M,texasam,1.8288,94.34721296,Mike Goodson,RB,Texas A&M,-7.0,111.0,5.02,Glen Coffee,True,2,2,True
2956,2016,WR,Colorado St.,coloradost,1.8542,88.90410452,Rashard Higgins,WR,Colorado State,-7.0,172.0,5.02,Tyler Boyd,True,1,1,True
2957,2011,RB,North Carolina,northcarolina,1.778,94.80080533,Johnny White,RB,North Carolina,-7.0,133.0,0.7,Shaun Draughn,False,4,8,True
2960,2016,OLB,Vanderbilt,vanderbilt,1.9304,121.1091628,Stephen Weatherly,OLB,Vanderbilt,-7.0,227.0,6.46,Jordan Jenkins,True,0,1,True
2961,2014,DE,Boise St.,boisest,1.905,113.8516849,Demarcus Lawrence,DE,Boise State,-7.0,34.0,5.0,Marcus Smith,True,0,3,True
2962,2010,OLB,Wisconsin,wisconsin,1.8796,100.2439138,O'Brien Schofield,OLB,Wisconsin,-7.0,130.0,6.29,Daryl Washington,True,0,2,True
2963,2016,DT,Notre Dame,notredame,1.8542,132.9025644,Sheldon Day,DT,Notre Dame,-7.0,103.0,5.51,Connor Wujciak,False,3,7,True
2965,2014,OG,Nevada,nevada,1.9304,136.9848957,Joel Bitonio,OG,Nevada,-7.0,35.0,5.02,Charles Leno,True,0,1,True
2966,2009,SS,Clemson,clemson,1.8796,97.06876718,Michael Hamlin,S,Clemson,-3.0,166.0,2.36,Chris Clemons,True,2,4,True
2968,2014,C,Ohio St.,ohiost,1.905,134.2633415,Corey Linsley,C,Ohio State,-7.0,161.0,5.06,Weston Richburg,True,1,5,True
2969,2013,OT,Colorado,colorado,1.9304,135.6241186,David Bakhtiari,OT,Colorado,-7.0,109.0,5.46,Tanner Hawkinson,True,0,2,True
2972,2012,WR,Arizona,arizona,1.8796,101.6046909,Juron Criner,WR,Arizona,-7.0,168.0,5.46,Junior Hemingway,True,0,3,True
2973,2013,CB,Mississippi St.,mississippist,1.8288,87.08973504,Darius Slay,CB,Mississippi State,-7.0,36.0,2.57,Johnthan Banks,True,0,3,True
2975,2009,DT,Georgia Tech,georgiatech,1.8796,137.4384881,Darryl Richard,DT,Georgia Tech,-7.0,234.0,0.02,Vance Walker,True,1,4,True
2976,2019,OT,Utah,utah,2.0066,140.6136347,Jackson Barton,OT,Utah,-7.0,240.0,5.46,Trey Pipkins,True,1,5,True
2977,2013,DE,Florida St.,floridast,1.9304,125.1914941,Tank Carradine,DE,Florida State,-7.0,40.0,2.03,Bjoern Werner,True,3,10,True
2979,2011,RB,Connecticut,connecticut,1.7526,92.07925111,Jordan Todman,RB,Connecticut,-7.0,183.0,5.51,Graig Cooper,False,2,4,True
2980,2011,OLB,Syracuse,syracuse,1.8796,106.594207,Doug Hogue,OLB,Syracuse,-7.0,157.0,3.8,Derrell Smith,False,2,2,True
2981,2015,WR,Oklahoma,oklahoma,1.9558,107.5013917,Dorial Green-Beckham,WR,Oklahoma,-7.0,40.0,5.02,Blake Bell,True,2,6,True
2982,2015,DE,Memphis,memphis,1.905,124.7379018,Martin Ifedi,DE,Memphis,-7.0,227.0,5.25,"Mario Edwards, Jr.",True,1,2,True
2984,2013,WR,Baylor,baylor,1.8796,94.34721296,Terrance Williams,WR,Baylor,-7.0,74.0,4.28,Lanear Sampson,False,1,1,True
2985,2009,QB,Purdue,purdue,1.905,102.0582833,Curtis Painter,QB,Purdue,-7.0,201.0,5.0,Jason Boltus,False,2,2,True
2986,2017,CB,Michigan,michigan,1.778,85.27536556,Jourdan Lewis,CB,Michigan,-7.0,92.0,4.02,Channing Stribling,False,3,11,True
2987,2016,OT,Mississippi,mississippi,1.9558,140.6136347,Laremy Tunsil,OT,Mississippi,-7.0,13.0,1.22,Fahn Cooper,True,1,5,True
2989,2011,OG,Appalachian St.,appalachianst,1.905,139.70645,Daniel Kilgore,OG,Appalachian State,-7.0,163.0,5.0,Ricky Henry,False,0,3,True
2993,2019,TE,Alabama,alabama,1.8796,109.7693535,Irv Smith,TE,Alabama,-7.0,50.0,4.51,Mack Wilson,True,1,10,True
2995,2010,C,Florida,florida,1.9304,137.8920805,Maurkice Pouncey,C,Florida,-7.0,18.0,5.06,Eric Olsen,True,1,9,True
2996,2012,WR,LSU,louisianastate,1.905,95.2543977,Rueben Randle,WR,LSU,-7.0,63.0,4.13,Jordan Jefferson,False,3,5,True
2997,2013,DE,Florida St.,floridast,1.8796,113.8516849,Brandon Jenkins,DE,Florida State,-7.0,162.0,4.02,Bjoern Werner,True,3,10,True
2998,2017,DE,Youngstown St.,youngstownst,1.905,119.7483857,Avery Moss,DE,Youngstown State,-7.0,167.0,4.51,Derek Rivers,True,0,2,True
2999,2010,OG,Illinois,illinois,1.9304,138.3456729,Jon Asamoah,OG,Illinois,-7.0,68.0,5.0,Kurtis Gregory,False,0,3,True
3000,2017,SS,Colorado,colorado,1.8288,92.53284348,Tedric Thompson,S,Colorado,-3.0,111.0,0.06,Chidobe Awuzie,True,1,3,True
3001,2017,DE,Auburn,auburn,1.8796,118.3876086,Carl Lawson,DE,Auburn,-7.0,116.0,5.4,Joe Mathis,False,0,3,True
3002,2009,WR,Oregon St.,oregonst,1.7526,85.72895793,Sammie Stroughter,WR,Oregon State,-7.0,233.0,5.22,Brandon Hughes,True,0,5,True
3004,2013,OT,Alabama,alabama,1.9558,153.7678134,D.J. Fluker,OT,Alabama,-7.0,11.0,5.84,Rogers Gaines,False,2,8,True
3005,2012,OG,Wisconsin,wisconsin,1.9304,142.4280042,Kevin Zeitler,OG,Wisconsin,-7.0,27.0,1.45,Peter Konz,True,1,6,True
3006,2019,TE,Georgia,georgia,1.905,110.6765383,Isaac Nauta,TE,Georgia,-7.0,224.0,5.22,D'Andre Walker,True,2,7,True
3007,2016,DT,Nebraska,nebraska,1.8796,141.0672271,Maliek Collins,DT,Nebraska,-7.0,67.0,5.45,Andrew Billings,True,0,4,True
3008,2018,DE,California,california,1.905,130.1810102,James Looney,DE,California,-7.0,232.0,5.7,John Franklin-Myers,True,0,1,True
3009,2014,SS,San Diego St.,sandiegost,1.778,87.54332741,Nat Berhe,S,San Diego State,-3.0,152.0,1.29,Adam Muema,False,1,1,True
3010,2015,DE,Miami (FL),miamifl,1.905,121.1091628,Anthony Chickillo,DE,Miami (FL),-7.0,212.0,5.0,Owamagbe Odighizuwa,True,1,7,True
3013,2019,OT,Sioux Falls,siouxfalls,1.9812,140.1600423,Trey Pipkins,OT,Sioux Falls,-7.0,91.0,5.02,David Edwards,True,0,1,True
3014,2015,WR,Maryland,maryland,1.8288,88.45051215,Stefon Diggs,WR,Maryland,-7.0,146.0,0.14,Deon Long,False,2,1,True
3015,2012,CB,Alabama,alabama,1.8034,91.62565874,DeQuan Menzie,CB,Alabama,-7.0,146.0,4.71,Mark Barron,True,2,7,True
3016,2017,OT,Florida St.,floridast,2.0066,135.1705263,Roderick Johnson,OT,Florida State,-7.0,160.0,5.7,Antonio Garcia,True,4,4,True
3020,2014,TE,Colorado St.,coloradost,1.9812,117.9340162,Crockett Gillmore,TE,Colorado State,-7.0,99.0,5.02,Marcel Jensen,False,1,2,True
3021,2019,OT,Kansas St.,kansasst,1.9558,141.5208194,Dalton Risner,OT,Kansas State,-7.0,41.0,5.0,Yodny Cajuste,True,1,1,True
3022,2017,DT,LSU,louisianastate,1.905,140.6136347,Davon Gaudchaux,DT,LSU,-7.0,178.0,5.0,Dalvin Tomlinson,True,2,8,False
3023,2013,DE,Michigan St.,michiganst,1.9812,127.459456,William Gholston,DE,Michigan State,-7.0,126.0,6.85,Datone Jones,True,1,3,True
3024,2015,OG,Florida,florida,2.032,161.0252914,Trenton Brown,OG,Florida,-7.0,244.0,6.85,Tayo Fabuluje,True,2,7,False
3025,2019,CB,Michigan St.,michiganst,1.8796,87.08973504,Justin Layne,CB,Michigan State,-7.0,83.0,5.4,Derrick Baity,False,2,2,True
3027,2017,OLB,Alabama,alabama,1.905,110.6765383,Tim Williams,OLB,Alabama,-7.0,78.0,1.73,Ryan Anderson,True,0,10,True
3028,2014,RB,Baylor,baylor,1.7526,91.17206637,Lache Seastrunk,RB,Baylor,-7.0,186.0,5.14,James White,True,1,5,True
3029,2015,CB,LSU,louisianastate,1.8542,92.07925111,Jalen Collins,CB,LSU,-7.0,42.0,5.06,Eric Rowe,True,2,4,True
3030,2019,CB,Mississippi,mississippi,1.8034,92.07925111,Ken Webster,CB,Mississippi,-7.0,252.0,1.06,Zedrick Woods,False,3,6,True
3031,2017,ILB,Florida,florida,1.8542,107.9549841,Jarrad Davis,ILB,Florida,-7.0,21.0,2.93,Alex Anzalone,True,1,7,True
3033,2012,WR,Wisconsin,wisconsin,1.8796,97.52235955,Nick Toon,WR,Wisconsin,-7.0,122.0,4.06,Brad Nortman,True,1,6,True
3034,2012,CB,Arizona St.,arizonast,1.778,91.62565874,Omar Bolden,CB,Arizona State,-7.0,101.0,5.06,Alfonzo Dennard,True,4,2,True
3035,2013,WR,Louisiana Tech,louisianatech,1.8288,92.53284348,Quinton Patton,WR,Louisiana Tech,-7.0,128.0,3.8,Colby Cameron,False,3,2,True
3038,2016,P,Texas A&M,texasam,1.8796,96.16158244,Drew Kaser,P,Texas A&M,-7.0,179.0,6.22,Nick O'Toole,False,3,3,True
3039,2018,WR,Boise St.,boisest,1.8796,89.35769689,Cedrick Wilson,WR,Boise State,-7.0,208.0,5.02,Robert Foster,False,0,2,True
3040,2012,WR,South Carolina,southcarolina,1.905,97.97595192,Alshon Jeffery,WR,South Carolina,-7.0,45.0,5.0,Marvin McNutt,True,0,6,True
3042,2016,DE,Penn St.,pennst,2.0066,125.6450865,Carl Nassib,DE,Penn State,-7.0,65.0,5.02,Anthony Zettel,True,0,5,True
3045,2014,WR,Florida St.,floridast,1.9558,108.8621688,Kelvin Benjamin,WR,Florida State,-7.0,28.0,3.8,"James Wilder, Jr.",False,2,7,True
3050,2013,OT,Virginia Tech,virginiatech,1.9304,138.7992652,Vinston Painter,OT,Virginia Tech,-7.0,173.0,5.02,Justin Pugh,True,3,2,True
3055,2012,FS,Boise St.,boisest,1.9304,102.0582833,George Iloka,S,Boise State,-3.0,167.0,5.06,Jeff Fuller,False,1,6,True
3056,2016,OG,Missouri,missouri,1.9304,138.7992652,Connor McGovern,OG,Missouri,-7.0,144.0,3.04,Evan Boehm,True,0,3,True
3057,2015,OT,Miami (FL),miamifl,1.9812,149.2318897,Ereck Flowers,OT,Miami (FL),-7.0,9.0,3.36,Jon Feliciano,True,1,7,True
