Id,Year,Position,School,match_name,match_school,match_pos,match_draft_ovr,penalty,h_diff_in,w_diff_lb,exact_match,in_dp_exact,in_dp_clean,similar_last_names_dp,school_matches
2841,2017,DT,Akron,D.J. Jones,Akron,DT,198.0,-7.0,0.0,0.0,True,True,False,14,True
2843,2013,ILB,Iowa St.,A.J. Klein,Iowa State,ILB,148.0,-7.0,0.0,0.0,True,True,False,1,True
2844,2015,RB,Georgia,Todd Gurley,Georgia,RB,10.0,-7.0,0.0,0.0,True,True,True,1,True
2848,2013,DT,Missouri Southern,Brandon Williams,Missouri Southern,DT,94.0,-7.0,0.0,0.0,True,True,True,15,True
2850,2011,ILB,North Carolina St.,Nate Irving,North Carolina State,ILB,67.0,-7.0,0.0,0.0,True,True,True,1,True
2851,2013,RB,Alabama,Eddie Lacy,Alabama,RB,61.0,-7.0,0.0,0.0,True,True,True,1,True
2852,2010,OLB,Texas,Roddrick Muckelroy,Texas,OLB,131.0,-7.0,0.0,0.0,True,True,True,1,True
2853,2018,WR,Penn St.,Daesean Hamilton,Penn State,WR,113.0,-7.0,0.0,0.0,True,True,True,2,True
2854,2015,OT,Florida,Chaz Green,Florida,OT,91.0,-7.0,0.0,0.0,True,True,True,2,True
2856,2015,TE,Ohio St.,Jeff Heuerman,Ohio State,TE,92.0,-7.0,0.0,0.0,True,True,True,1,True
2857,2012,C,Michigan,David Molk,Michigan,C,226.0,-7.0,0.0,0.0,True,True,True,1,True
2858,2012,OLB,South Carolina,Melvin Ingram,South Carolina,OLB,18.0,-7.0,0.0,0.0,True,True,True,2,True
2859,2014,RB,Wisconsin,James White,Wisconsin,RB,130.0,-7.0,0.0,0.0,True,True,True,2,True
2861,2013,WR,West Virginia,Stedman Bailey,West Virginia,WR,92.0,-7.0,0.0,0.0,True,True,True,1,True
2862,2014,DT,Princeton,Caraun Reid,Princeton,DT,158.0,-7.0,0.0,0.0,True,True,True,2,True
2863,2009,CB,Maryland,Kevin Barnes,Maryland,CB,80.0,-7.0,0.0,0.0,True,True,True,1,True
2864,2018,WR,Clemson,Ray-ray McCloud,Clemson,WR,187.0,-7.0,0.0,0.0,True,True,False,1,True
2866,2015,DT,Arkansas,Darius Philon,Arkansas,DT,192.0,-7.0,0.0,0.0,True,True,True,1,True
2868,2012,DT,South Carolina,Travian Robertson,South Carolina,DT,249.0,-7.0,0.0,0.0,True,True,True,1,True
2870,2017,DE,Kansas St.,Jordan Willis,Kansas State,DE,73.0,-7.0,0.0,0.0,True,True,True,1,True
2873,2015,WR,Connecticut,Geremy Davis,Connecticut,WR,186.0,-7.0,0.0,0.0,True,True,True,5,True
2875,2010,WR,Clemson,Jacoby Ford,Clemson,WR,108.0,-7.0,0.0,0.0,True,True,True,6,True
2879,2019,S,Miami (FL),Sheldrick Redwine,Miami (FL),S,119.0,-7.0,0.0,0.0,True,True,True,1,True
2881,2009,OLB,Virginia,Clint Sintim,Virginia,OLB,45.0,-7.0,0.0,0.0,True,True,True,1,True
2882,2019,S,Delaware,Nasir Adderley,Delaware,S,60.0,-7.0,0.0,0.0,True,True,True,1,True
2883,2010,OT,Vanderbilt,Thomas Welch,Vanderbilt,OT,208.0,-7.0,0.0,0.0,True,True,True,1,True
2884,2012,SS,LSU,Brandon Taylor,LSU,S,73.0,-6.0,0.0,0.0,True,True,True,8,True
2885,2016,CB,Southern Utah,Leshaun Sims,Southern Utah,CB,157.0,-7.0,0.0,0.0,True,True,True,1,True
2886,2012,QB,Tenn-Chattanooga,B.J. Coleman,Tenn-Chattanooga,QB,243.0,-7.0,0.0,0.0,True,True,False,1,True
2887,2014,OG,Boise St.,Charles Leno,Boise State,OG,246.0,-7.0,0.0,0.0,True,False,False,0,True
2889,2009,OLB,Northern Illinois,Larry English,Northern Illinois,OLB,16.0,-7.0,0.0,0.0,True,True,True,1,True
2891,2017,DT,Oklahoma St.,Vincent Taylor,Oklahoma State,DT,194.0,-7.0,0.0,0.0,True,True,True,6,True
2892,2012,RB,San Diego St.,Ronnie Hillman,San Diego State,RB,67.0,-7.0,0.0,0.0,True,True,True,1,True
2893,2010,SS,Georgia,Reshad Jones,Georgia,S,163.0,-6.0,0.0,0.0,True,True,True,8,True
2894,2015,OT,Wisconsin,Rob Havenstein,Wisconsin,OT,57.0,-7.0,0.0,0.0,True,True,True,1,True
2897,2016,DT,Alabama,Jarran Reed,Alabama,DT,49.0,-7.0,0.0,0.0,True,True,True,2,True
2898,2017,OLB,Vanderbilt,Zach Cunningham,Vanderbilt,OLB,57.0,-7.0,0.0,0.0,True,True,True,2,True
2899,2010,DE,South Florida,George Selvie,South Florida,DE,226.0,-7.0,0.0,0.0,True,True,True,1,True
2901,2013,FB,Wake Forest,Tommy Bohanon,Wake Forest,FB,215.0,-7.0,0.0,0.0,True,True,True,1,True
2902,2016,SS,Clemson,Jayron Kearse,Clemson,S,244.0,-6.0,0.0,0.0,True,True,True,1,True
2904,2018,C,Michigan St.,Brian Allen,Michigan State,C,111.0,-7.0,0.0,0.0,True,True,True,8,True
2905,2015,DE,LSU,Danielle Hunter,LSU,DE,88.0,-7.0,0.0,0.0,True,True,True,1,True
2910,2013,DT,Ohio St.,Johnathan Hankins,Ohio State,DT,49.0,-7.0,0.0,0.0,True,True,True,1,True
2911,2017,OLB,Boston Col.,Matt Milano,Boston Col.,OLB,163.0,-7.0,0.0,0.0,True,True,True,1,True
2912,2009,RB,Liberty,Rashad Jennings,Liberty,RB,250.0,-7.0,0.0,0.0,True,True,True,1,True
2915,2013,TE,Rice,Vance McDonald,Rice,TE,55.0,-7.0,0.0,0.0,True,True,True,2,True
2916,2017,FS,Washington,Budda Baker,Washington,S,36.0,-6.0,0.0,0.0,True,True,True,2,True
2917,2013,RB,Nebraska,Rex Burkhead,Nebraska,RB,190.0,-7.0,0.0,0.0,True,True,True,1,True
2918,2019,S,Oregon,Ugo Amadi,Oregon,S,132.0,-7.0,0.0,0.0,True,True,True,1,True
2919,2009,DE,USC,Kyle Moore,USC,DE,117.0,-7.0,0.0,0.0,True,True,True,7,True
2922,2012,OT,Ohio St.,Mike Adams,Ohio State,OT,56.0,-7.0,0.0,0.0,True,True,True,2,True
2923,2010,TE,Pittsburgh,Dorin Dickerson,Pittsburgh,TE,227.0,-7.0,0.0,0.0,True,True,True,1,True
2925,2018,S,West Virginia,Kyzir White,West Virginia,S,119.0,-7.0,0.0,0.0,True,True,True,5,True
2926,2019,OT,Ohio St.,Michael Jordan,Ohio State,OT,136.0,-7.0,0.0,0.0,True,True,True,1,True
2929,2015,DT,Fresno St.,Tyeler Davison,Fresno State,DT,154.0,-7.0,0.0,0.0,True,True,True,1,True
2930,2010,WR,Arizona St.,Kyle Williams,Arizona State,WR,206.0,-7.0,0.0,0.0,True,True,True,18,True
2932,2013,CB,Iowa,Micah Hyde,Iowa,CB,159.0,-7.0,0.0,0.0,True,True,True,2,True
2933,2018,WR,Texas A&M,Christian Kirk,Texas A&M,WR,47.0,-7.0,0.0,0.0,True,True,True,1,True
2934,2018,C,Michigan,Mason Cole,Michigan,C,97.0,-7.0,0.0,0.0,True,True,True,1,True
2935,2014,DT,Arkansas St.,Ryan Carrethers,Arkansas State,DT,165.0,-7.0,0.0,0.0,True,True,True,1,True
2937,2016,OT,Ohio St.,Taylor Decker,Ohio State,OT,16.0,-7.0,0.0,0.0,True,True,True,1,True
2938,2011,RB,Oregon St.,Jacquizz Rodgers,Oregon State,RB,145.0,-7.0,0.0,0.0,True,True,True,1,True
2939,2014,OT,North Dakota St.,Billy Turner,North Dakota State,OT,67.0,-7.0,0.0,0.0,True,True,True,2,True
2941,2017,RB,North Carolina St.,Matthew Dayes,North Carolina State,RB,252.0,-7.0,0.0,0.0,True,True,True,1,True
2942,2015,DE,Oregon St.,Obum Gwacham,Oregon State,DE,209.0,-7.0,0.0,0.0,True,True,True,1,True
2943,2015,OT,South Carolina,Corey Robinson,South Carolina,OT,240.0,-7.0,0.0,0.0,True,True,True,8,True
2945,2012,DE,Boise St.,Billy Winn,Boise State,DE,205.0,-7.0,0.0,0.0,True,True,True,1,True
2946,2018,S,Wake Forest,Jessie Bates,Wake Forest,S,54.0,-7.0,0.0,0.0,True,False,False,0,True
2947,2017,OT,Florida,David Sharpe,Florida,OT,129.0,-7.0,0.0,0.0,True,True,True,2,True
2948,2013,DE,Florida St.,Bjoern Werner,Florida State,DE,24.0,-7.0,0.0,0.0,True,True,True,1,True
2949,2012,CB,Montana,Trumaine Johnson,Montana,CB,65.0,-7.0,0.0,0.0,True,True,True,10,True
2950,2009,SS,Rutgers,Courtney Greene,Rutgers,S,245.0,-6.0,0.0,0.0,True,True,True,2,True
2952,2017,CB,Florida,Teez Tabor,Florida,CB,53.0,-7.0,0.0,0.0,True,True,True,1,True
2953,2009,RB,Texas A&M,Mike Goodson,Texas A&M,RB,111.0,-7.0,0.0,0.0,True,True,True,1,True
2956,2016,WR,Colorado St.,Rashard Higgins,Colorado State,WR,172.0,-7.0,0.0,0.0,True,True,True,1,True
2957,2011,RB,North Carolina,Johnny White,North Carolina,RB,133.0,-7.0,0.0,0.0,True,True,True,5,True
2960,2016,OLB,Vanderbilt,Stephen Weatherly,Vanderbilt,OLB,227.0,-7.0,0.0,0.0,True,True,True,1,True
2961,2014,DE,Boise St.,Demarcus Lawrence,Boise State,DE,34.0,-7.0,0.0,0.0,True,True,True,1,True
2962,2010,OLB,Wisconsin,O'Brien Schofield,Wisconsin,OLB,130.0,-7.0,0.0,0.0,True,True,False,1,True
2963,2016,DT,Notre Dame,Sheldon Day,Notre Dame,DT,103.0,-7.0,0.0,0.0,True,True,True,2,True
2965,2014,OG,Nevada,Joel Bitonio,Nevada,OG,35.0,-7.0,0.0,0.0,True,True,True,1,True
2966,2009,SS,Clemson,Michael Hamlin,Clemson,S,166.0,-6.0,0.0,0.0,True,True,True,1,True
2968,2014,C,Ohio St.,Corey Linsley,Ohio State,C,161.0,-7.0,0.0,0.0,True,True,True,1,True
2969,2013,OT,Colorado,David Bakhtiari,Colorado,OT,109.0,-7.0,0.0,0.0,True,True,True,1,True
2972,2012,WR,Arizona,Juron Criner,Arizona,WR,168.0,-7.0,0.0,0.0,True,True,True,1,True
2973,2013,CB,Mississippi St.,Darius Slay,Mississippi State,CB,36.0,-7.0,0.0,0.0,True,True,True,1,True
2975,2009,DT,Georgia Tech,Darryl Richard,Georgia Tech,DT,234.0,-7.0,0.0,0.0,True,True,True,2,True
2976,2019,OT,Utah,Jackson Barton,Utah,OT,240.0,-7.0,0.0,0.0,True,True,True,2,True
2977,2013,DE,Florida St.,Tank Carradine,Florida State,DE,40.0,-7.0,0.0,0.0,True,True,True,1,True
2979,2011,RB,Connecticut,Jordan Todman,Connecticut,RB,183.0,-7.0,0.0,0.0,True,True,True,1,True
2980,2011,OLB,Syracuse,Doug Hogue,Syracuse,OLB,157.0,-7.0,0.0,0.0,True,True,True,1,True
2981,2015,WR,Oklahoma,Dorial Green-Beckham,Oklahoma,WR,40.0,-7.0,0.0,0.0,True,True,False,1,True
2982,2015,DE,Memphis,Martin Ifedi,Memphis,DE,227.0,-7.0,0.0,0.0,True,True,True,2,True
2984,2013,WR,Baylor,Terrance Williams,Baylor,WR,74.0,-7.0,0.0,0.0,True,True,True,15,True
2985,2009,QB,Purdue,Curtis Painter,Purdue,QB,201.0,-7.0,0.0,0.0,True,True,True,1,True
2986,2017,CB,Michigan,Jourdan Lewis,Michigan,CB,92.0,-7.0,0.0,0.0,True,True,True,3,True
2987,2016,OT,Mississippi,Laremy Tunsil,Mississippi,OT,13.0,-7.0,0.0,0.0,True,True,True,1,True
2989,2011,OG,Appalachian St.,Daniel Kilgore,Appalachian State,OG,163.0,-7.0,0.0,0.0,True,True,True,1,True
2993,2019,TE,Alabama,Irv Smith,Alabama,TE,50.0,-7.0,0.0,0.0,True,True,True,10,True
2995,2010,C,Florida,Maurkice Pouncey,Florida,C,18.0,-7.0,0.0,0.0,True,True,True,2,True
2996,2012,WR,LSU,Rueben Randle,LSU,WR,63.0,-7.0,0.0,0.0,True,True,True,2,True
2997,2013,DE,Florida St.,Brandon Jenkins,Florida State,DE,162.0,-7.0,0.0,0.0,True,True,True,6,True
2998,2017,DE,Youngstown St.,Avery Moss,Youngstown State,DE,167.0,-7.0,0.0,0.0,True,True,True,1,True
2999,2010,OG,Illinois,Jon Asamoah,Illinois,OG,68.0,-7.0,0.0,0.0,True,True,True,1,True
3000,2017,SS,Colorado,Tedric Thompson,Colorado,S,111.0,-6.0,0.0,0.0,True,True,True,2,True
3001,2017,DE,Auburn,Carl Lawson,Auburn,DE,116.0,-7.0,0.0,0.0,True,True,True,2,True
3002,2009,WR,Oregon St.,Sammie Stroughter,Oregon State,WR,233.0,-7.0,0.0,0.0,True,True,True,1,True
3004,2013,OT,Alabama,D.J. Fluker,Alabama,OT,11.0,-7.0,0.0,0.0,True,True,False,1,True
3005,2012,OG,Wisconsin,Kevin Zeitler,Wisconsin,OG,27.0,-7.0,0.0,0.0,True,True,True,1,True
3006,2019,TE,Georgia,Isaac Nauta,Georgia,TE,224.0,-7.0,0.0,0.0,True,True,True,1,True
3007,2016,DT,Nebraska,Maliek Collins,Nebraska,DT,67.0,-7.0,0.0,0.0,True,True,True,4,True
3008,2018,DE,California,James Looney,California,DE,232.0,-7.0,0.0,0.0,True,True,True,1,True
3009,2014,SS,San Diego St.,Nat Berhe,San Diego State,S,152.0,-6.0,0.0,0.0,True,True,True,1,True
3010,2015,DE,Miami (FL),Anthony Chickillo,Miami (FL),DE,212.0,-7.0,0.0,0.0,True,True,True,1,True
3013,2019,OT,Sioux Falls,Trey Pipkins,Sioux Falls,OT,91.0,-7.0,0.0,0.0,True,True,True,1,True
3014,2015,WR,Maryland,Stefon Diggs,Maryland,WR,146.0,-7.0,0.0,0.0,True,True,True,2,True
3015,2012,CB,Alabama,DeQuan Menzie,Alabama,CB,146.0,-7.0,0.0,0.0,True,True,True,1,True
3016,2017,OT,Florida St.,Roderick Johnson,Florida State,OT,160.0,-7.0,0.0,0.0,True,True,True,7,True
3020,2014,TE,Colorado St.,Crockett Gillmore,Colorado State,TE,99.0,-7.0,0.0,0.0,True,True,True,1,True
3021,2019,OT,Kansas St.,Dalton Risner,Kansas State,OT,41.0,-7.0,0.0,0.0,True,True,True,1,True
3022,2017,DT,LSU,Davon Gaudchaux,LSU,DT,178.0,-7.0,0.0,0.0,True,False,False,0,True
3023,2013,DE,Michigan St.,William Gholston,Michigan State,DE,126.0,-7.0,0.0,0.0,True,True,True,1,True
3024,2015,OG,Florida,Trenton Brown,Florida,OG,244.0,-7.0,0.0,0.0,True,False,False,8,True
3025,2019,CB,Michigan St.,Justin Layne,Michigan State,CB,83.0,-7.0,0.0,0.0,True,True,True,1,True
3027,2017,OLB,Alabama,Tim Williams,Alabama,OLB,78.0,-7.0,0.0,0.0,True,True,True,12,True
3028,2014,RB,Baylor,Lache Seastrunk,Baylor,RB,186.0,-7.0,0.0,0.0,True,True,True,1,True
3029,2015,CB,LSU,Jalen Collins,LSU,CB,42.0,-7.0,0.0,0.0,True,True,True,4,True
3030,2019,CB,Mississippi,Ken Webster,Mississippi,CB,252.0,-7.0,0.0,0.0,True,True,True,1,True
3031,2017,ILB,Florida,Jarrad Davis,Florida,ILB,21.0,-7.0,0.0,0.0,True,True,True,6,True
3033,2012,WR,Wisconsin,Nick Toon,Wisconsin,WR,122.0,-7.0,0.0,0.0,True,True,True,1,True
3034,2012,CB,Arizona St.,Omar Bolden,Arizona State,CB,101.0,-7.0,0.0,0.0,True,True,True,1,True
3035,2013,WR,Louisiana Tech,Quinton Patton,Louisiana Tech,WR,128.0,-7.0,0.0,0.0,True,True,True,1,True
3038,2016,P,Texas A&M,Drew Kaser,Texas A&M,P,179.0,-7.0,0.0,0.0,True,True,True,1,True
3039,2018,WR,Boise St.,Cedrick Wilson,Boise State,WR,208.0,-7.0,0.0,0.0,True,True,True,6,True
3040,2012,WR,South Carolina,Alshon Jeffery,South Carolina,WR,45.0,-7.0,0.0,0.0,True,True,True,1,True
3042,2016,DE,Penn St.,Carl Nassib,Penn State,DE,65.0,-7.0,0.0,0.0,True,True,True,1,True
3045,2014,WR,Florida St.,Kelvin Benjamin,Florida State,WR,28.0,-7.0,0.0,0.0,True,True,True,1,True
3050,2013,OT,Virginia Tech,Vinston Painter,Virginia Tech,OT,173.0,-7.0,0.0,0.0,True,True,True,1,True
3055,2012,FS,Boise St.,George Iloka,Boise State,S,167.0,-6.0,0.0,0.0,True,True,True,1,True
3056,2016,OG,Missouri,Connor McGovern,Missouri,OG,144.0,-7.0,0.0,0.0,True,True,True,1,True
3057,2015,OT,Miami (FL),Ereck Flowers,Miami (FL),OT,9.0,-7.0,0.0,0.0,True,True,True,3,True
3058,2010,OT,Maryland,Bruce Campbell,Maryland,OT,106.0,-7.0,0.0,0.0,True,True,True,2,True
3060,2019,RB,Notre Dame,Dexter Williams,Notre Dame,RB,194.0,-7.0,0.0,0.0,True,True,True,10,True
3061,2014,DE,South Florida,Aaron Lynch,South Florida,DE,150.0,-7.0,0.0,0.0,True,True,True,2,True
3062,2011,WR,Boise St.,Austin Pettis,Boise State,WR,78.0,-7.0,0.0,0.0,True,True,True,1,True
3063,2009,OT,Illinois,Xavier Fulton,Illinois,OT,155.0,-7.0,0.0,0.0,True,True,True,1,True
3065,2016,OG,Stanford,Joshua Garnett,Stanford,OG,28.0,-7.0,0.0,0.0,True,True,True,1,True
3067,2018,DE,USC,Rasheem Green,USC,DE,79.0,-7.0,0.0,0.0,True,True,True,3,True
3068,2009,CB,Oregon St.,Brandon Hughes,Oregon State,CB,148.0,-7.0,0.0,0.0,True,True,True,2,True
3069,2016,OT,Georgia,John Theus,Georgia,OT,145.0,-7.0,0.0,0.0,True,True,True,1,True
3071,2009,P,SMU,Thomas Morstead,SMU,P,164.0,-7.0,0.0,0.0,True,True,True,1,True
3072,2012,QB,Arizona,Nick Foles,Arizona,QB,88.0,-7.0,0.0,0.0,True,True,True,1,True
3073,2018,TE,Penn St.,Mike Gesicki,Penn State,TE,42.0,-7.0,0.0,0.0,True,True,True,1,True
3074,2010,WR,Ohio,Taylor Price,Ohio,WR,90.0,-7.0,0.0,0.0,True,True,True,2,True
3075,2018,S,Texas A&M,Armani Watts,Texas A&M,S,124.0,-7.0,0.0,0.0,True,True,True,2,True
3076,2013,DE,Utah,Joe Kruger,Utah,DE,212.0,-7.0,0.0,0.0,True,True,True,1,True
3077,2013,SS,Notre Dame,Zeke Motta,Notre Dame,S,244.0,-6.0,0.0,0.0,True,True,True,1,True
3079,2010,TE,Penn St.,Andrew Quarless,Penn State,TE,154.0,-7.0,0.0,0.0,True,True,True,1,True
3080,2009,CB,Georgia,Asher Allen,Georgia,CB,86.0,-7.0,0.0,0.0,True,True,True,2,True
3081,2016,ILB,Arizona,Scooby Wright III,Arizona,ILB,250.0,-7.0,0.0,0.0,True,True,False,3,True
3082,2017,OG,Utah,Isaac Asiata,Utah,OG,164.0,-7.0,0.0,0.0,True,True,True,1,True
3085,2009,CB,USC,Cary Harris,USC,CB,183.0,-7.0,0.0,0.0,True,True,True,4,True
3086,2015,DE,Missouri,Shane Ray,Missouri,DE,23.0,-7.0,0.0,0.0,True,True,True,3,True
3087,2019,OT,Northern Illinois,Max Scharping,Northern Illinois,OT,55.0,-7.0,0.0,0.0,True,True,True,1,True
3089,2019,WR,Ohio St.,Terry McLaurin,Ohio State,WR,76.0,-7.0,0.0,0.0,True,True,True,1,True
3091,2013,OG,Oregon,Kyle Long,Oregon,OG,20.0,-7.0,0.0,0.0,True,True,True,3,True
3092,2010,P,Michigan,Zoltan Mesko,Michigan,P,150.0,-7.0,0.0,0.0,True,True,True,1,True
3093,2010,OT,Miami (FL),Jason Fox,Miami (FL),OT,128.0,-7.0,0.0,0.0,True,True,True,1,True
3096,2014,ILB,LSU,Lamin Barrow,LSU,ILB,156.0,-7.0,0.0,0.0,True,True,True,1,True
3098,2019,CB,Washington,Jordan Miller,Washington,CB,172.0,-7.0,0.0,0.0,True,True,True,6,True
3099,2016,FB,Nebraska,Andy Janovich,Nebraska,FB,176.0,-7.0,0.0,0.0,True,True,True,1,True
3100,2019,WR,Fresno St.,Keesean Johnson,Fresno State,WR,174.0,-7.0,0.0,0.0,True,True,True,14,True
3103,2019,OT,Wisconsin,David Edwards,Wisconsin,OT,169.0,-7.0,0.0,0.0,True,True,True,3,True
3104,2013,DT,Notre Dame,Kapron Lewis-Moore,Notre Dame,DT,200.0,-7.0,0.0,0.0,True,True,False,1,True
3105,2016,DT,Texas,Hassan Ridgeway,Texas,DT,116.0,-7.0,0.0,0.0,True,True,True,1,True
3107,2010,OT,Massachusetts,Vladimir Ducasse,Massachusetts,OT,61.0,-7.0,0.0,0.0,True,False,False,1,True
3108,2016,RB,Alabama,Kenyan Drake,Alabama,RB,73.0,-7.0,0.0,0.0,True,True,True,1,True
3109,2015,TE,Pittsburgh,Nick Boyle,Pittsburgh,TE,171.0,-7.0,0.0,0.0,True,True,True,1,True
3110,2009,RB,Texas,Chris Ogbonnaya,Texas,RB,211.0,-7.0,0.0,0.0,True,True,True,1,True
3113,2014,QB,Fresno St.,Derek Carr,Fresno State,QB,36.0,-7.0,0.0,0.0,True,True,True,1,True
3114,2019,WR,Colorado St.,Bisi Johnson,Colorado State,WR,247.0,-7.0,0.0,0.0,True,False,False,14,True
3115,2011,DT,North Carolina,Marvin Austin,North Carolina,DT,52.0,-7.0,0.0,0.0,True,True,True,2,True
3116,2012,OT,California,Mitchell Schwartz,California,OT,37.0,-7.0,0.0,0.0,True,True,True,1,True
3117,2017,K,Arizona St.,Zane Gonzalez,Arizona State,K,224.0,-7.0,0.0,0.0,True,True,True,1,True
3118,2009,WR,North Carolina,Brandon Tate,North Carolina,WR,83.0,-7.0,0.0,0.0,True,True,True,3,True
3120,2017,CB,Miami (FL),Corn Elder,Miami (FL),CB,152.0,-7.0,0.0,0.0,True,True,True,1,True
3122,2012,RB,Ohio St.,Dan Herron,Ohio State,RB,191.0,-7.0,0.0,0.0,True,True,True,1,True
3123,2013,WR,Michigan,Denard Robinson,Michigan,WR,135.0,-7.0,0.0,0.0,True,True,True,7,True
3125,2019,P,Utah,Mitch Wishnowsky,Utah,P,110.0,-7.0,0.0,0.0,True,True,True,1,True
3126,2011,TE,USC,Jordan Cameron,USC,TE,102.0,-7.0,0.0,0.0,True,True,True,1,True
3127,2013,RB,LSU,Spencer Ware,LSU,RB,194.0,-7.0,0.0,0.0,True,True,True,1,True
3128,2015,CB,Florida St.,P.J. Williams,Florida State,CB,78.0,-7.0,0.0,0.0,True,True,False,9,True
3129,2019,OT,Morgan St.,Joshua Miles,Morgan State,OT,248.0,-7.0,0.0,0.0,True,True,True,1,True
3130,2016,FS,Ohio St.,Vonn Bell,Ohio State,S,61.0,-6.0,0.0,0.0,True,True,True,5,True
3131,2017,WR,Ohio St.,Curtis Samuel,Ohio State,WR,40.0,-7.0,0.0,0.0,True,True,True,1,True
3133,2017,RB,BYU,Jamaal Williams,BYU,RB,134.0,-7.0,0.0,0.0,True,True,True,12,True
3134,2013,K,Florida,Caleb Sturgis,Florida,K,166.0,-7.0,0.0,0.0,True,True,True,1,True
